
Generation,S37 Beneficial,S37 Detrimental,S37 Fitness
738,414.85,274.32,1.5127629226009573
739,414.72,274.12,1.5132829247542439
740,414.88,274.23,1.513272163040016
741,415.36,275.17,1.5098159946304617
742,415.63,275.59,1.5086438933677135
743,416.64,276.11,1.5094971824833907
744,416.43,275.93,1.5097255852059337
745,415.61,275.3,1.5101215888326647
746,415.44,275.81,1.5066828394068592
747,415.65,276.09,1.5059859891056107
748,414.41,275.64,1.503876097007424
749,414.35,276.18,1.500720693230816
750,413.29,275.86,1.498500133265938
751,412.27,275.94,1.4944302293183842
752,411.34,275.33,1.4941815056569825
753,411.07,275.92,1.4901736905468337
754,411.74,276.18,1.4912912246983612
755,411.91,276.48,1.4902594760814538
756,411.94,276.92,1.487966215821485
757,411.92,277.28,1.4859387352185367
758,412.34,276.71,1.49058101384801
759,411.95,276.72,1.489156911641391
760,411.47,276.79,1.487049441044647
761,411.95,276.82,1.4885457776621
762,411.21,276.76,1.4861859694111623
763,411.22,276.49,1.4876041089935377
764,411.89,276.56,1.4895903689872227
765,412.47,277.05,1.489061259394348
766,413.47,276.76,1.4942260024422058
767,413.75,277.09,1.4934928804118
768,413.06,276.74,1.4929366620320843
769,411.66,276.74,1.4877651980999855
770,412.65,277.64,1.4866151980254898
771,412.67,277.36,1.4881962639198838
772,412.74,277.2,1.4893191332998819
773,411.99,276.86,1.488321882970114
774,411.51,276.53,1.4884668309967373
775,411.99,276.78,1.4890059638895077
776,412.31,276.31,1.4926055817051043
777,412.96,276.46,1.4942721004005284
778,412.57,275.91,1.4958557269553956
779,413.03,276.11,1.4964774383795745
780,413.71,275.95,1.4998941038904405
781,413.47,275.17,1.5031473732595728
782,413.68,274.81,1.5058187641309315
783,415.0,274.97,1.5098632804934973
784,414.66,274.5,1.5110899303097614
785,414.82,274.17,1.5135578573904513
786,414.25,274.65,1.5088115676157445
787,414.88,274.6,1.5113097881245157
788,415.12,274.91,1.5105651224160987
789,413.66,274.9,1.505197372727601
790,414.55,276.12,1.5018339282682394
791,414.27,275.85,1.5023647151358432
792,414.15,275.92,1.501491334016406
793,414.41,275.87,1.5026994120706352
794,414.13,275.4,1.5041904500296328
795,413.55,275.23,1.5031402356968524
796,413.91,275.27,1.5042276871270597
797,413.42,274.98,1.5040401969009758
798,413.38,274.63,1.5058738099199283
799,412.06,274.38,1.5023500986903264
800,412.92,274.4,1.5053702551994754
801,413.51,274.53,1.5069249981625987
802,413.73,274.25,1.5093105490382925
803,413.94,273.9,1.5119815394087237
804,414.75,273.19,1.5189265848077196
805,415.57,272.98,1.5230015875081804
806,415.87,273.27,1.522538114733168
807,415.02,273.19,1.5199492798850058
808,415.28,273.07,1.5215878256453315
809,415.85,273.27,1.5226179614440942
810,415.72,273.54,1.5205293319106417
811,416.08,272.99,1.524967023263659
812,415.72,273.18,1.522506940694145
813,415.45,273.66,1.5187692042921586
814,415.27,273.42,1.5193422128200522
815,415.32,273.25,1.520511598571552
816,415.89,273.56,1.5209616980073155
817,416.07,273.68,1.5209515271126313
818,416.5,273.53,1.5234957152769146
819,417.32,274.05,1.5237354450562972
820,417.74,274.1,1.5250560236778505
821,418.09,273.46,1.5299481161421467
822,418.08,273.4,1.5303154690274021
823,418.64,273.5,1.531803838627725
824,418.2,273.12,1.532050037750748
825,418.86,272.97,1.535260792765519
826,419.98,273.04,1.5388621935201103
827,420.5,273.02,1.5408899563306477
828,420.93,272.65,1.5446135283446083
829,420.46,272.77,1.542140637388718
830,420.43,272.92,1.5412378352596787
831,420.83,272.38,1.5458078137209688
832,420.45,272.18,1.545527916076471
833,420.2,272.04,1.54531519262145
834,420.65,272.49,1.5444517911342475
835,420.96,273.0,1.5427053674072944
836,420.25,272.7,1.5415247862382082
837,420.31,272.33,1.5437546394966728
838,421.04,272.83,1.5436393636698618
839,421.28,272.82,1.544647455809839
840,420.97,272.99,1.5426427019883127
841,420.44,272.79,1.5418080152882228
842,420.16,272.67,1.5413651877767531
843,419.93,272.75,1.5400606152637137
844,419.98,272.52,1.541616958181831
845,420.93,271.98,1.5483364714574892
846,420.78,272.22,1.546417939689433
847,421.21,271.93,1.5498119915087774
848,421.19,271.95,1.5496131802946624
849,421.47,272.18,1.549620855136707
850,421.25,271.95,1.549976144683405
851,421.05,272.23,1.5475141940904884
852,421.09,272.32,1.5472215996402803
853,420.42,272.61,1.5430592842060133
854,420.38,272.4,1.5442658535394929
855,420.0,272.4,1.5427058375884835
856,419.9,272.44,1.5419554091828098
857,419.04,272.86,1.5364128914622373
858,419.22,272.6,1.5385837309810069
859,419.09,272.78,1.537152865585406
860,419.68,272.63,1.5401099350517657
861,419.9,272.21,1.543241603377806
862,419.2,272.38,1.5397211833405655
863,418.96,272.8,1.536564217400351
864,418.85,272.9,1.535593647230987
865,418.9,272.41,1.5384983687636542
866,418.66,272.31,1.537971647032131
867,418.53,272.69,1.5353753070778828
868,418.47,272.83,1.5343798493978609
869,419.17,272.88,1.536769594763606
870,419.73,273.26,1.5366602934026607
871,420.1,273.19,1.538355863243103
872,420.56,273.44,1.5387549411673553
873,420.83,272.99,1.5424286331766563
874,421.23,272.68,1.5455910429440716
875,421.27,272.3,1.5479144317603464
876,421.46,271.86,1.551140509147411
877,422.04,271.54,1.5551240451051036
878,421.65,271.57,1.5534315279707847
879,420.84,270.97,1.5536818343083652
880,420.14,270.57,1.5533742918641678
881,419.67,270.37,1.5527506619278713
882,420.5,269.97,1.5581200220510212
883,420.22,270.44,1.5544741118940368
884,419.72,270.72,1.5509152139089537
885,419.53,270.9,1.5492767732725903
886,419.68,270.62,1.5513643902907122
887,419.9,270.0,1.55586134642586
888,420.01,269.7,1.5580132197672032
889,419.41,269.38,1.5576031640758052
890,419.43,269.89,1.5547165450656897
891,419.68,270.08,1.5545208102010586
892,419.8,270.06,1.5552133576066438
893,419.69,269.4,1.5586851733976754
894,419.64,268.63,1.563136422295436
895,418.81,267.98,1.5636338920608588
896,418.16,268.16,1.560040230060753
897,417.73,268.44,1.5566833331930616
898,417.37,268.67,1.5541766521537834
899,417.06,268.47,1.5540758279731994
900,416.55,268.51,1.5519577246982954
901,416.53,268.93,1.549386199951888
902,417.7,269.38,1.5513371157411289
903,417.28,268.74,1.5534199688819215
904,417.24,269.05,1.5514938298778622
905,417.3,268.99,1.5520437000794212
906,417.61,268.78,1.554380578817515
907,417.72,268.9,1.5541979084311404
908,417.22,268.54,1.554352898698379
909,417.39,268.41,1.5557580414052758
910,417.53,268.79,1.5540274779218637
911,417.05,268.9,1.551473314323561
912,417.23,268.62,1.553726346931358
913,416.88,268.76,1.5516340567307134
914,416.54,268.53,1.551778702262156
915,416.57,268.35,1.5529905229133647
916,416.37,268.71,1.5501577528328756
917,416.5,268.82,1.5498556338783276
918,416.07,268.74,1.5487106081270892
919,415.99,268.83,1.5480083750145093
920,415.17,268.79,1.5451908469365307
921,414.98,268.64,1.5453780723345134
922,414.4,268.89,1.541783162542704
923,414.81,269.01,1.54294834773781
924,414.42,269.36,1.5393994246499947
925,414.58,269.44,1.5396442828094008
926,415.74,269.97,1.5409718766497957
927,415.64,269.77,1.54172191922457
928,415.86,269.92,1.541658642424882
929,416.58,270.0,1.543764424355153
930,417.1,270.42,1.5432372278145463
931,417.75,270.59,1.5448071085232769
932,417.67,271.28,1.540687554798244
933,417.72,270.65,1.5442031505899305
934,418.62,270.91,1.546171490026699
935,418.57,270.58,1.5479659665953982
936,419.56,270.8,1.550343315461905
937,419.81,270.63,1.552198209756068
938,420.1,271.11,1.5504090149163188
939,419.62,271.21,1.548089452632159
940,420.22,271.19,1.5504431121270357
941,419.44,270.96,1.5486937632434794
942,419.88,270.27,1.554332397663733
943,419.87,269.57,1.5582713723211539
944,420.26,269.87,1.5580554303609302
945,420.67,270.66,1.5549292646374329
946,420.97,270.38,1.5575161102655029
947,421.62,270.48,1.5593586711339915
948,420.86,271.19,1.5525012149190838
949,421.0,271.13,1.5534134371860933
950,421.91,271.38,1.5553272765145434
951,422.4,270.91,1.559687342920509
952,422.66,270.88,1.5608565523880733
953,422.28,270.9,1.5592924795609022
954,422.45,271.36,1.5573743313338577
955,422.05,271.38,1.5557003108291172
956,422.31,271.31,1.5572249915742435
957,421.59,271.23,1.5549663236527254
958,421.71,271.72,1.5527919996019108
959,421.57,271.2,1.5551995630974782
960,422.05,270.97,1.5581870350046139
961,422.47,270.78,1.560875658001237
962,421.96,270.59,1.5600758861167747
963,421.69,270.69,1.5584383693663149
964,422.17,270.6,1.5607652487603447
965,421.75,270.83,1.557906366064087
966,422.02,270.62,1.559962285339422
967,422.69,270.94,1.5606492436495634
968,423.09,271.26,1.5603294692077478
969,422.7,270.5,1.5631474910327006
970,422.6,270.73,1.5613688747407048
971,421.95,270.39,1.5609010559927108
972,422.36,270.78,1.5600968829670294
973,422.44,271.5,1.5563392604540878
974,422.72,271.39,1.5580488587483325
975,423.17,271.66,1.5581410680404104
976,423.72,272.13,1.557470448284622
977,424.75,272.76,1.5578093833985134
978,425.39,272.44,1.5619054688906278
979,426.48,272.94,1.5630236278978153
980,426.74,273.88,1.558648454528167
981,426.59,273.71,1.5590575999486895
982,426.73,273.82,1.5587987343798206
983,426.88,273.42,1.5616514052703243
984,427.15,273.81,1.5604679059012654
985,426.92,273.88,1.5593219809815022
986,426.77,273.39,1.5615236427742178
987,426.48,273.05,1.5622458082652824
988,426.68,273.3,1.5615640668570756
989,425.79,273.93,1.554771411183379
990,426.03,273.78,1.5565040588600518
991,425.55,274.14,1.552787957628742
992,425.13,273.86,1.5529124174732372
993,424.76,273.37,1.5542283707663551
994,424.95,273.34,1.5550596122117744
995,425.6,273.32,1.5576953312948398
996,424.85,272.65,1.5588003271870918
997,424.64,272.56,1.5587049645957562
998,424.38,272.76,1.5565807260179896
999,423.97,272.48,1.5566593234453863
1000,423.71,272.31,1.5565655914525007
1001,423.62,272.7,1.5541467520633176
1002,423.68,272.52,1.555245192700521
1003,423.23,272.87,1.551821289413294
1004,423.15,272.44,1.5539689993296069
1005,423.01,272.1,1.5552268571435541
1006,422.47,272.27,1.5522294795920786
1007,422.97,272.26,1.554265260068147
1008,422.88,272.22,1.5540791346534895
1009,422.85,272.1,1.5547601134765838
1010,423.03,271.9,1.5567136586771064
1011,422.61,272.43,1.5522640672560877
1012,422.75,272.3,1.553384944615235
1013,422.68,272.23,1.5535746385000329
1014,422.42,272.63,1.5505343559354012
1015,422.58,272.83,1.549932275364206
1016,422.18,272.93,1.5477719635645242
1017,422.73,272.56,1.551916507668263
1018,422.65,271.65,1.5568535957760639
1019,422.54,271.73,1.55631780482032
1020,422.06,271.58,1.5553107609492083
1021,422.27,271.35,1.557181029144251
1022,422.96,270.87,1.5623972607860923
1023,422.27,270.95,1.559379447685458
1024,422.2,270.6,1.5612987600789654
1025,421.62,270.59,1.5592640850520878
1026,421.66,270.31,1.5608912632200336
1027,421.02,269.88,1.5607250887361779
1028,421.75,269.57,1.5650421519090998
1029,422.12,269.75,1.5653351061724323
1030,421.92,269.81,1.5643333840377722
1031,421.38,269.73,1.562891718940677
1032,420.85,270.0,1.5593651599135416
1033,420.63,269.3,1.5625596498500307
1034,420.87,269.07,1.5647196677472135
1035,420.49,269.06,1.563478784371199
1036,421.55,268.95,1.568105996999552
1037,421.53,268.92,1.5682494883621525
1038,420.73,269.29,1.563157281178588
1039,421.26,269.38,1.5646091221300844
1040,421.67,269.42,1.565860630181853
1041,421.58,269.09,1.5673025746666909
1042,420.88,268.95,1.5654657983745222
1043,421.69,269.24,1.5667917811317906
1044,421.87,269.61,1.56535779181361
1045,421.99,269.28,1.5677091612897263
1046,421.48,268.79,1.568634575982457
1047,420.88,268.86,1.5660356483714852
1048,420.92,269.16,1.5645437414124195
1049,420.47,269.06,1.5633137869085008
1050,420.37,269.46,1.5605527446041016
1051,420.19,269.73,1.5584788441867343
1052,419.96,269.91,1.556488525820418
1053,419.74,270.1,1.5545677240920015
1054,419.33,270.67,1.5498699916890584
1055,419.44,270.95,1.5486865772724292
1056,419.29,270.67,1.549720723227312
1057,419.08,270.39,1.5505967880075184
1058,419.3,271.05,1.5476576492155019
1059,418.9,270.43,1.5495594613670043
1060,418.81,270.53,1.5487917547320733
1061,418.8,269.42,1.5553957371211227
1062,417.88,269.48,1.551611585556285
1063,418.06,269.39,1.5529332736433075
1064,418.35,269.06,1.5557637583938768
1065,418.28,268.83,1.5568526453374856
1066,418.75,269.04,1.5573168390168746
1067,418.73,269.35,1.5555201310260012
1068,418.84,269.31,1.5560442240959134
1069,419.48,269.42,1.5577212175344988
1070,419.65,270.13,1.5543573447008818
1071,419.55,269.72,1.5563152502145499
1072,419.48,269.74,1.5560533803238095
1073,419.77,268.83,1.5624695176404009
1074,419.63,268.44,1.564176686787246
1075,418.98,268.44,1.561660970761467
1076,418.77,267.95,1.5637149269152621
1077,418.8,267.64,1.5654162964393914
1078,418.77,267.46,1.5664189532629285
1079,419.05,268.38,1.5621360246943312
1080,419.03,268.28,1.5625597800258715
1081,419.45,268.31,1.564107764625946
1082,419.98,268.16,1.566909431495882
1083,420.07,268.56,1.5648825414611764
1084,419.89,268.0,1.5674752493577844
1085,420.22,267.57,1.5713117813348874
1086,420.57,267.61,1.5722974537670995
1087,419.99,267.95,1.568022515245933
1088,420.45,267.87,1.5701658701708692
1089,420.75,268.16,1.5695803552248626
1090,420.62,267.92,1.570487837617856
1091,420.43,268.21,1.568119641970602
1092,419.97,268.64,1.5638984221325258
1093,420.19,268.44,1.5659243879038252
1094,420.49,268.18,1.5686059874598073
1095,419.92,268.33,1.565595112822337
1096,419.61,268.38,1.5641845046904996
1097,419.31,268.39,1.5630287843358406
1098,419.19,268.22,1.5636510005449102
1099,419.72,269.13,1.5604640918613322
1100,419.31,268.4,1.5631436449729252
1101,420.46,267.88,1.570548021449614
1102,419.94,267.57,1.570350672182725
1103,419.89,267.47,1.57074862546752
1104,420.45,267.6,1.5719804824047705
1105,419.83,267.57,1.5696210776892325
1106,420.47,267.49,1.5725114664516173
1107,420.79,268.12,1.570042123012289
1108,420.85,267.98,1.5711390430638252
1109,421.11,267.92,1.5724856901845725
1110,420.8,267.7,1.5725545841240236
1111,420.29,268.32,1.5670007858297452
1112,420.11,268.32,1.5661671260249483
1113,419.98,268.8,1.5630100799904512
1114,419.3,268.96,1.5596003718232025
1115,419.89,268.71,1.5631164354048956
1116,419.75,268.48,1.563845136187594
1117,419.74,268.57,1.5634111765184855
1118,420.21,268.31,1.5668068284996786
1119,419.78,268.37,1.564851380248414
1120,419.67,268.38,1.5644214994358467
1121,420.16,268.73,1.5644562478272679
1122,420.13,269.1,1.5622669149196076
1123,419.17,268.93,1.5596791784738924
1124,419.39,269.22,1.558816213358479
1125,419.77,268.92,1.561846169150605
1126,420.06,268.49,1.5654297140604847
1127,419.5,267.95,1.5663373360102861
1128,419.52,268.14,1.5652487054889763
1129,418.9,268.15,1.5628382717106797
1130,419.15,268.49,1.5618899248488736
1131,419.78,267.96,1.5674555886468422
1132,419.95,267.37,1.5714260763344563
1133,419.33,267.06,1.5707767867509213
1134,419.08,267.88,1.5650440029843466
1135,418.52,267.56,1.5646837052179206
1136,419.32,268.08,1.564806172670395
1137,419.65,268.21,1.5652008841579168
1138,419.94,268.81,1.5628514845178947
1139,419.54,269.05,1.5601231539693796
1140,418.8,268.34,1.5614601643561077
1141,419.02,267.69,1.5660349704050844
1142,418.62,267.7,1.5643674768594336
1143,418.94,267.43,1.56711350473239
1144,419.25,267.74,1.5664421587395934
1145,419.54,268.38,1.563877772666358
1146,419.89,268.08,1.5669413708881146
1147,419.63,267.7,1.5681910836621276
1148,419.71,268.0,1.566911647722521
1149,418.54,267.34,1.5664983732115758
1150,418.03,266.84,1.5674162076743563
1151,417.05,266.76,1.5640555541367345
1152,418.27,267.29,1.565578118900984
1153,418.17,267.9,1.5616366645592754
1154,418.99,267.68,1.5661073727702925
1155,419.48,268.08,1.565778595936549
1156,419.3,268.16,1.5648725164400579
1157,417.91,267.81,1.5616795444884668
1158,418.2,267.75,1.5632389295945839
1159,417.71,267.52,1.5624769919820716
1160,417.5,267.47,1.5620531370460384
1161,417.67,267.66,1.561659335723575
1162,417.76,267.85,1.5610388501309345
1163,417.48,267.23,1.5636288442312019
1164,417.2,267.45,1.5613086207448887
1165,417.61,267.57,1.5622751389262057
1166,417.47,267.46,1.5621339145486042
1167,416.82,267.28,1.560698191274781
1168,416.37,266.77,1.5618306292719282
1169,416.65,266.79,1.5628535863722692
1170,415.14,266.44,1.559005626263321
1171,414.65,267.03,1.5537640925535898
1172,414.58,267.35,1.5516194721643455
1173,414.36,267.65,1.5488972077569076
1174,413.88,267.63,1.5470597812934743
1175,414.72,267.53,1.5507984622243571
1176,414.77,268.36,1.5463312690872844
1177,415.06,268.29,1.5479736063114506
1178,415.64,268.06,1.551400421158483
1179,415.01,268.08,1.548801421727176
1180,413.7,268.47,1.5415742995238648
1181,414.3,269.0,1.5407224066524432
1182,414.17,269.23,1.5388858096820965
1183,413.83,269.09,1.5384604097910346
1184,414.37,269.12,1.5403253152550593
1185,414.01,269.07,1.5392452103089673
1186,413.63,269.6,1.5348211279746133
1187,413.93,269.09,1.5387298371410412
1188,414.11,269.3,1.538243346543505
1189,413.53,269.2,1.5367469069683364
1190,413.42,268.7,1.5392186405805282
1191,412.75,269.03,1.534770780099608
1192,412.75,268.66,1.5368291819617417
1193,412.04,268.93,1.5325644018258262
1194,411.9,269.5,1.5287812236840008
1195,412.22,269.82,1.5281919725364985
1196,412.86,270.54,1.5265720475234204
1197,413.41,270.64,1.5279531436278708
1198,413.24,270.85,1.5260577849600327
1199,413.13,271.45,1.5222371061641515
1200,412.26,271.95,1.5161757526144302
1201,412.1,272.84,1.5107127868852737
1202,412.51,272.5,1.5141292724217
1203,412.66,272.93,1.5122628950623211
1204,413.23,272.83,1.5150971557549047
1205,413.56,273.03,1.5152544380725141
1206,413.57,273.92,1.5104793740231708
1207,413.04,273.97,1.5083140557959955
1208,413.06,274.26,1.5067975497073705
1209,413.3,273.9,1.5096497789279828
1210,413.17,273.3,1.5124511423182974
1211,413.19,273.27,1.5128442432068763
1212,413.69,273.1,1.5155126134814665
1213,413.37,272.97,1.5150574668385275
1214,413.85,273.34,1.5145936672355915
1215,413.71,272.74,1.5174070540618951
1216,413.35,272.98,1.5147759752207892
1217,413.09,273.38,1.5116013208478023
1218,413.36,273.69,1.5108766870637584
1219,413.65,274.27,1.5088217091009608
1220,413.62,274.32,1.5083892463269486
1221,412.85,274.01,1.5073960298756137
1222,412.9,273.95,1.5078986832981958
1223,412.9,273.91,1.5080918992084564
1224,412.4,273.31,1.5095067745291024
1225,412.32,272.44,1.5141133783121328
1226,412.31,271.72,1.5180599226479443
1227,412.48,271.58,1.51945735233549
1228,412.5,271.58,1.5195294571158993
1229,412.46,270.79,1.5237925672812804
1230,412.32,270.56,1.5246308063348293
1231,413.04,270.0,1.5304053767136414
1232,412.8,269.49,1.5323511036562596
1233,413.21,269.9,1.5316704075393301
1234,413.03,269.82,1.531441093866254
1235,412.55,269.77,1.5298176589997532
1236,412.97,269.41,1.533423712832658
1237,412.58,269.17,1.5332986448538144
1238,412.7,269.43,1.5323099312993913
1239,412.29,269.74,1.528931413612377
1240,412.49,269.97,1.528348284679143
1241,411.81,269.92,1.5259652608592271
1242,411.7,269.87,1.5258917245286039
1243,411.44,269.88,1.524921710006729
1244,411.4,270.01,1.5240224482722258
1245,411.02,270.19,1.5216168532446632
1246,410.87,269.76,1.5235396667449763
1247,410.53,270.59,1.5177325548575047
1248,409.66,270.28,1.5163253587849719
1249,409.0,270.51,1.5124840943688287
1250,408.87,270.44,1.5124427739589876
1251,408.24,270.12,1.512000633999549
1252,408.11,270.11,1.5116265710972487
1253,408.04,270.08,1.5114496871371836
1254,408.03,270.34,1.5100144019287638
1255,407.27,269.9,1.509637316940957
1256,407.02,270.34,1.5063985902684445
1257,406.41,269.11,1.5110151943112613
1258,406.9,268.89,1.5141472755512044
1259,407.21,268.58,1.5168854511000882
1260,407.35,268.6,1.5173768440517565
1261,408.02,268.42,1.5210711281275011
1262,407.74,268.44,1.51989023132786
1263,407.44,268.62,1.5177187242813224
1264,407.47,268.27,1.5196864791730291
1265,407.04,268.72,1.5154600644677092
1266,406.98,268.4,1.517074244585067
1267,406.63,268.4,1.5157990608120893
1268,406.44,268.35,1.5153806541632888
1269,406.82,268.99,1.5130623332514963
1270,406.92,269.17,1.5123049543425189
1271,406.57,268.92,1.5124649744057064
1272,406.63,269.28,1.5106229493431158
1273,407.22,269.65,1.5107049280505849
1274,406.9,270.11,1.5069776993193522
1275,406.18,270.11,1.5042113998133235
1276,405.76,269.83,1.5041865809289803
1277,405.62,269.57,1.5051822189680524
1278,405.19,269.84,1.5020216753102147
1279,404.99,269.61,1.5026678605124286
1280,405.7,270.01,1.5030963864490423
1281,406.14,270.26,1.5035483065420143
1282,406.32,270.55,1.5025938801782788
1283,405.82,270.62,1.5002159738854453
1284,405.11,270.38,1.4989862504563833
1285,404.61,270.75,1.4950590035484839
1286,404.31,270.71,1.4940589950242593
1287,404.64,270.8,1.494798007523178
1288,405.48,271.2,1.4956997585725056
1289,405.71,271.2,1.4965762382116048
1290,405.81,271.3,1.4962774742449276
1291,405.88,271.82,1.4935854178616708
1292,405.37,271.3,1.4947883699846367
1293,405.31,270.71,1.4976849730270203
1294,404.89,270.91,1.4950046149053497
1295,405.09,271.32,1.4934981386957793
1296,405.74,271.67,1.4939358942203549
1297,405.76,272.3,1.4906198620637559
1298,406.46,272.64,1.4914160269754984
1299,405.86,272.2,1.491555109220881
1300,406.06,271.83,1.4942945446747422
1301,406.55,272.25,1.4939067464400824
1302,406.74,272.32,1.4942927657574427
1303,407.35,272.5,1.4954971282048033
1304,407.58,272.9,1.4940957845324727
1305,407.91,273.15,1.4940315108475184
1306,407.81,273.13,1.4938502534392253
1307,407.8,272.87,1.4951405163754254
1308,408.6,273.12,1.4966610634139772
1309,408.7,273.4,1.4955223701915392
1310,408.57,273.58,1.493969415791877
1311,408.25,273.58,1.4927671470769375
1312,408.14,273.77,1.491472655037365
1313,407.61,273.5,1.490809246902345
1314,406.64,272.91,1.490399631064446
1315,406.94,272.88,1.4917087453996434
1316,406.83,272.77,1.4918866274100506
1317,405.98,272.95,1.4877988196332785
1318,405.93,272.88,1.487937211005692
1319,406.2,273.31,1.486705169857405
1320,406.06,273.54,1.4848243643447858
1321,406.02,273.75,1.4835296720763171
1322,406.72,274.27,1.4833353596289895
1323,406.76,273.51,1.4874599861070228
1324,406.17,273.18,1.48708739630843
1325,405.6,273.94,1.4808719117483367
1326,406.4,274.42,1.4812284861024514
1327,406.45,274.94,1.4786010105882834
1328,406.33,275.5,1.4752375223304148
1329,406.71,275.51,1.4767233275166978
1330,406.37,274.96,1.4784472361149197
1331,406.89,274.59,1.4822591968518701
1332,407.26,274.39,1.4846404870231382
1333,407.5,274.09,1.4872148364325541
1334,407.33,274.5,1.4844833042361412
1335,407.89,274.0,1.4891857211927373
1336,408.03,273.91,1.4902016062301546
1337,408.03,273.83,1.4905347545881207
1338,408.04,273.88,1.4902139677248625
1339,408.16,274.18,1.4891183739933087
1340,408.49,274.39,1.4893459622298275
1341,408.63,274.23,1.490696911073508
1342,408.39,274.18,1.4901288315496373
1343,407.98,274.33,1.4878835866666684
1344,407.82,274.69,1.4853297212196728
1345,407.41,273.85,1.4883848069272338
1346,407.34,273.9,1.4880115628001198
1347,407.71,273.81,1.4897346654158508
1348,407.52,273.67,1.4898142964687255
1349,408.2,274.12,1.4899104263455722
1350,407.5,274.05,1.487618049612151
1351,407.86,274.51,1.4864443638636724
1352,407.91,274.35,1.4875378532142236
1353,407.28,274.77,1.482939265707943
1354,407.31,274.7,1.4833482278474464
1355,407.45,275.08,1.4818584998975433
1356,408.4,274.93,1.4862088957479076
1357,408.95,275.02,1.4877334694936826
1358,409.53,275.34,1.4882248914677447
1359,408.72,275.26,1.4856231435089458
1360,409.04,275.71,1.4844880805944682
1361,409.11,275.66,1.4849519984510813
1362,409.38,275.59,1.4861742470379873
1363,409.74,275.23,1.4893635699916485
1364,409.6,275.43,1.4878696275150098
1365,410.28,275.57,1.4895956640459278
1366,410.4,275.45,1.4905284479663319
1367,411.07,275.94,1.490263715923643
1368,411.37,275.88,1.4917402197853342
1369,411.26,275.6,1.4928330999365043
1370,411.89,275.65,1.4949799209858796
1371,412.5,275.17,1.4997642765033594
1372,413.19,275.36,1.5012994945656328
1373,413.94,275.49,1.503153642245589
1374,414.41,275.58,1.5044089763099213
1375,414.92,276.42,1.501669155208988
1376,414.59,275.88,1.5034476632115608
1377,414.51,275.76,1.5037659605104015
1378,414.38,276.43,1.4996871389687954
1379,413.68,276.37,1.4974094794142367
1380,413.52,276.1,1.498235725332846
1381,413.0,275.57,1.4993283195744533
1382,412.94,275.4,1.499959451732105
1383,412.81,275.15,1.5009724831150413
1384,412.13,274.9,1.4997965974750878
1385,412.11,275.0,1.4991555384620259
1386,413.01,275.7,1.4987048859253407
1387,413.51,276.01,1.4988240657011462
1388,413.73,275.92,1.5000646114360665
1389,413.5,275.98,1.498868196395328
1390,413.76,276.12,1.49899768864039
1391,413.69,275.64,1.5012669706408623
1392,413.4,275.97,1.4983943485642033
1393,413.5,276.37,1.4965236506712147
1394,413.81,276.94,1.4946564825223034
1395,413.98,276.85,1.4958154487773854
1396,413.74,276.86,1.4949767936257365
1397,413.98,277.06,1.494698632112552
1398,414.05,276.66,1.4971173586220325
1399,413.73,276.76,1.4954068767970015
1400,412.47,276.49,1.4923815583106879
1401,412.92,276.5,1.4939212809180276
1402,413.43,276.2,1.4974574924491397
1403,412.82,276.31,1.4946738342672874
1404,413.98,276.39,1.4983937717874225
1405,413.56,276.34,1.4970733748975038
1406,414.43,276.73,1.4982436279016726
1407,414.36,277.22,1.4952991348560039
1408,414.14,277.61,1.4925012993259954
1409,414.26,277.86,1.4917213138998127
1410,414.21,277.96,1.4909905900563967
1411,414.36,277.5,1.4939867080286766
1412,413.99,276.57,1.4977127470713583
1413,414.3,276.36,1.499923126522728
1414,414.17,276.2,1.500342126238021
1415,414.95,275.7,1.5057953200175123
1416,414.54,275.38,1.5060082207490124
1417,413.96,275.48,1.5033434440120879
1418,413.47,275.05,1.5038175966261398
1419,413.64,275.61,1.501309829732765
1420,413.99,276.15,1.49968277317588
1421,413.82,276.28,1.4983786139817743
1422,413.54,275.77,1.5000443298731778
1423,413.82,275.31,1.5036238134933664
1424,413.72,274.93,1.5053806842969433
1425,413.94,275.11,1.5052526194350846
1426,413.74,275.47,1.5026413321709204
1427,413.39,275.35,1.5020404152289453
1428,413.08,275.28,1.5015287913683273
1429,412.71,275.22,1.5004223272164285
1430,412.46,275.76,1.4967182264690262
1431,411.95,275.81,1.4944663600552202
1432,412.68,275.56,1.498823686382694
1433,411.75,275.42,1.4961055487606645
1434,410.81,275.06,1.4945392016631502
1435,410.39,274.57,1.49556543144087
1436,410.63,274.11,1.4992529502480654
1437,411.43,274.1,1.5023086111323172
1438,411.6,273.65,1.5053095741691818
1439,410.94,272.82,1.5073441020847693
1440,410.34,272.28,1.507960821188952
1441,410.17,271.94,1.509113381666231
1442,410.48,271.42,1.5130001389658156
1443,411.05,271.12,1.5167202536752709
1444,411.39,271.27,1.5170851252431483
1445,411.39,271.1,1.5179809021376727
1446,411.79,271.41,1.5177663523163725
1447,412.69,271.19,1.5222974623812737
1448,412.34,271.52,1.5190760514771486
1449,412.72,271.67,1.5197926954395555
1450,413.14,271.54,1.5220105016380858
1451,414.01,271.92,1.5231295261180682
1452,413.94,272.07,1.5220865624481994
1453,414.0,271.89,1.5231726862700288
1454,413.37,272.15,1.5195073187398045
1455,413.05,272.39,1.5169561064079766
1456,412.65,272.4,1.5153772013412372
