Generation,Grand Mean #Beneficial,Standard Error Beneficial,Grand Mean #Detrimental,Standard Error Detrimental,Grand Mean #Fitness,Standard Error Fitness,,S1 Beneficial,S1 Detrimental,S1 Fitness,,S2 Beneficial ,S2 Detrimental,S2 Fitness,,S3 Beneficial ,S3 Detrimental,S3 Fitness,,S4 Beneficial ,S4 Detrimental,S4 Fitness,,S5 Beneficial ,S5 Detrimental,S5 Fitness,,S6 Beneficial ,S6 Detrimental,S6 Fitness,,S7 Beneficial ,S7 Detrimental,S7 Fitness,,S8 Beneficial ,S8 Detrimental,S8 Fitness,,S9 Beneficial ,S9 Detrimental,S9 Fitness,,S10 Beneficial ,S10 Detrimental,S10 Fitness,,S11 Beneficial ,S11 Detrimental,S11 Fitness,,S12 Beneficial ,S12 Detrimental,S12 Fitness,,S13 Beneficial ,S13 Detrimental,S13 Fitness,,S14 Beneficial ,S14 Detrimental,S14 Fitness,,S15 Beneficial ,S15 Detrimental,S15 Fitness,,S16 Beneficial ,S16 Detrimental,S16  Fitness,,S17 Beneficial ,S17 Detrimental,S17 Fitness,,S18 Beneficial ,S18 Detrimental,S18 Fitness,,S19 Beneficial ,S19 Detrimental,S19 Fitness,,S20 Beneficial ,S20 Detrimental,S20 Fitness,,S21 Beneficial ,S21 Detrimental,S21 Fitness,,S22 Beneficial ,S22 Detrimental,S22 Fitness,,S23 Beneficial ,S23 Detrimental,S23 Fitness,,S24 Beneficial ,S24 Detrimental,S24 Fitness,,S25 Beneficial ,S25 Detrimental,S25 Fitness,,S26 Beneficial ,S26 Detrimental,S26  Fitness,,S27 Beneficial ,S27 Detrimental,S27 Fitness,,S28 Beneficial ,S28 Detrimental,S28 Fitness,,S29 Beneficial ,S29 Detrimental,S29 Fitness,,S30 Beneficial ,S30 Detrimental,S30 Fitness
21,286.094,,265.6926667,,,,,285.3,266.71,1.069914454,,286.11,266.99,1.07201678,,287.08,262.39,1.094449589,,284.21,267.7,1.062384507,,285.4,264.97,1.077597431,,286.62,265.62,1.079638762,,284.8,266.37,1.069633626,,285.95,264.64,1.080945081,,286.14,267.1,1.071675619,,287.15,264.53,1.086068628,,286.61,263.97,1.086270852,,285.66,265.88,1.074962318,,286.48,266.16,1.076823329,,286.25,266.7,1.073757247,,287.42,264.81,1.085813423,,283.97,267.79,1.060735625,,286.53,263.79,1.086578717,,287.97,266.05,1.083044296,,285.25,267.11,1.068335893,,285.06,265.88,1.07269375,,288.07,265.53,1.085191248,,286.45,265.91,1.077681318,,285.65,264.85,1.078955663,,284.44,266.47,1.067803269,,287.94,267.89,1.07553823,,285.45,263.7,1.083008622,,285.29,265.48,1.075337158,,287.88,264.76,1.087793986,,287.51,264.97,1.085765741,,284.18,266.06,1.068414441
22,287.4263333,,265.8583333,,,,,286.49,267.24,1.072323346,,287.77,267.15,1.07766225,,288.01,263.43,1.093739726,,286.39,267.34,1.071968994,,286.87,265.27,1.081927631,,288.06,265.11,1.087158211,,286.16,266.63,1.073821003,,286.85,265.29,1.081794827,,287.43,266.76,1.077900582,,288,264.39,1.089901779,,288.68,264.27,1.093126069,,286.78,266.16,1.078033353,,287.85,266.51,1.080563966,,287.07,267,1.075658542,,289.04,264.58,1.092817487,,285.25,268.64,1.062148724,,288.01,263.79,1.092228162,,288.6,265.49,1.087762882,,286.2,267.28,1.071284614,,287.1,266.05,1.079763941,,289.38,266.45,1.086447639,,287.64,265.53,1.083676105,,287.01,264.97,1.083590003,,286.08,266.34,1.074537418,,288.96,268.16,1.078185524,,286.65,263.59,1.088011135,,286.7,265.92,1.078860835,,289.04,265.17,1.090433201,,289.01,265.31,1.089975913,,285.71,265.93,1.074679744
23,288.6006667,,265.9393333,,,,,287.4,267.38,1.075151907,,289.73,267.15,1.084960203,,288.89,263.42,1.097140867,,287.6,267.22,1.077000972,,287.68,265.35,1.08453937,,289.18,265.29,1.090601758,,287.75,267.04,1.078186399,,287.65,265.35,1.084575473,,288.2,267.25,1.078799929,,289.15,264.56,1.093575447,,290.08,264.44,1.097642699,,288.19,266.04,1.083731196,,289.19,266.33,1.086261836,,288.16,267,1.079778879,,290.2,264.33,1.098215015,,286.56,268.67,1.066970128,,289.5,263.88,1.097491002,,289.47,265.19,1.09224633,,287,267.01,1.075264005,,288.94,266.11,1.086387657,,290.87,267.12,1.089349339,,288.65,265.51,1.087547605,,287.61,265.05,1.085571528,,287.1,266.7,1.076826529,,290.14,267.56,1.085106792,,287.91,263.84,1.091832281,,287.89,266.5,1.081031764,,290.58,265.23,1.095982817,,289.58,265.29,1.092224433,,287.17,266.37,1.078516145
24,289.7766667,,265.9506667,,,,,288.5,267.31,1.079514559,,291.21,267.34,1.089677944,,290.35,263.16,1.103812276,,289.4,267.51,1.082631133,,289.09,265.86,1.087714443,,290.13,265.71,1.092477021,,288.99,266.47,1.085033035,,288.26,265.57,1.085995907,,289.04,267.5,1.080994318,,289.99,264.45,1.097381955,,291.74,264.56,1.103485455,,288.57,265.83,1.086116327,,290.51,266.38,1.091008386,,289.46,266.69,1.085863961,,291.2,264.65,1.100617515,,287.32,268.17,1.071742351,,290.58,263.9,1.101574207,,290.75,264.94,1.098172346,,288.63,267.27,1.080248571,,289.87,265.92,1.090725287,,292.22,267.07,1.094656369,,290.26,265.35,1.094338756,,288.32,265.09,1.088087943,,288.58,267.17,1.080477643,,291.47,267.52,1.090143452,,289.17,263.82,1.096601034,,289.06,266.96,1.083592252,,291.98,265.4,1.100603091,,290.12,264.57,1.097206184,,288.53,266.38,1.083566031
25,290.9636667,,266.0243333,,,,,289.03,267.56,1.080485713,,292.79,267.38,1.09533115,,290.73,262.81,1.106722885,,290.92,267.3,1.089107572,,290.2,266.46,1.089387267,,291.69,266.19,1.096409659,,290.41,266.44,1.090545147,,289.93,265.63,1.091968778,,290.26,267.7,1.084774332,,290.97,264.33,1.101590973,,293.95,264.48,1.112421787,,290.51,266,1.092746474,,291.87,266.01,1.097623302,,290.69,266.9,1.089636926,,292.32,264.16,1.106972404,,288.25,268.73,1.07293249,,291.37,264.34,1.102749833,,291.74,264.39,1.104171694,,289.44,267.48,1.082432182,,290.95,265.64,1.095805416,,293.2,267.3,1.097434537,,291.52,265.56,1.098140593,,289.61,264.86,1.093815586,,289.36,266.96,1.084210283,,292.24,268.32,1.089798323,,290.19,264.26,1.098574311,,290.05,266.89,1.087596561,,293.07,265.85,1.102824237,,291.99,264.56,1.104464937,,289.66,266.24,1.08839401
26,292.1423333,,266.2036667,,,,,289.64,267.65,1.082414131,,294.49,267.9,1.099562656,,291.76,262.69,1.111084919,,292,267.47,1.092517258,,291.34,267.55,1.089274504,,292.95,266.27,1.100797498,,291.35,266.2,1.094993325,,291.31,266.1,1.095233131,,291.39,267.75,1.088793921,,292.25,264.53,1.105588993,,295.17,264.6,1.116502902,,291.03,266.73,1.091742309,,292.77,265.79,1.101896727,,292.67,267.01,1.096818131,,293.72,264.61,1.110427753,,288.87,268.52,1.0759703,,292.63,264.64,1.10622915,,292.69,264.43,1.107597366,,290.06,267.37,1.085274114,,292.16,264.88,1.103585939,,294.3,267.77,1.099691444,,292.76,265.75,1.101970294,,291.13,265.16,1.098320781,,291.18,267.23,1.090051225,,293.42,268.49,1.09376036,,291.78,264.54,1.103445662,,291.22,266.97,1.091534344,,294.08,266.14,1.105329917,,292.88,264.59,1.107640889,,291.27,266.78,1.09225448
27,293.2613333,,266.346,,,,,290.52,267.43,1.086605095,,295.91,268.25,1.103492032,,292.31,262.86,1.112491691,,293.46,267.42,1.098107031,,291.87,267.39,1.092003885,,294.14,266.27,1.105259503,,293.18,266.29,1.101577592,,292.18,265.82,1.099681772,,292.56,268.03,1.092070711,,292.64,265.04,1.104988146,,295.88,264.89,1.117802267,,292.19,266.53,1.097015885,,294.04,266.14,1.10534281,,293.35,266.87,1.099818754,,295.37,264.65,1.116499283,,290.42,268.87,1.080352598,,293.85,264.73,1.110460497,,293.46,264.35,1.110779572,,291.53,267.99,1.088253714,,292.92,265.34,1.104501991,,295.15,267.76,1.10292468,,294.34,266.31,1.105552876,,292.35,265.66,1.10090721,,292.53,267.5,1.094000464,,295.3,268.44,1.101025482,,293.56,264.81,1.109094736,,292.06,267.03,1.094404764,,295.15,266.52,1.107724193,,293.67,264.49,1.111094305,,291.95,266.7,1.09512225
28,294.5616667,,266.4376667,,,,,291.47,267.43,1.090117878,,297.07,268.11,1.108383489,,293.39,263.07,1.115725079,,295.09,267.78,1.10270052,,292.77,267.14,1.096366919,,295.67,267.27,1.106914588,,294.49,266.39,1.106169357,,293.7,265.46,1.10689701,,294.22,268.5,1.096438684,,293.97,265.6,1.107701042,,297.29,264.3,1.125562108,,293.23,267.1,1.098526423,,295.83,266.08,1.112548617,,294.04,267.29,1.100646158,,296.77,265.03,1.120144727,,292.4,269.51,1.085233658,,295.06,264.7,1.11514147,,294.76,264.82,1.113869458,,293.33,267.76,1.095934957,,293.5,265.08,1.107727457,,295.77,267.49,1.106348311,,295.48,266.56,1.108782729,,293.5,265.48,1.106067061,,293.98,267.55,1.099268323,,296.75,267.87,1.108700668,,295.2,264.34,1.117279653,,293.08,266.92,1.09857779,,296.57,266.56,1.112967155,,294.86,264.27,1.116446601,,293.61,267.67,1.097338878
29,295.7553333,,266.433,,,,,292.84,268,1.093002291,,298.32,268.08,1.113151116,,294.51,263.53,1.117993566,,296.49,267.32,1.109817558,,294.04,267.45,1.099796205,,296.23,267.05,1.109895745,,295.36,266.39,1.109424639,,295.23,265.48,1.112594836,,296.04,267.59,1.106924955,,295.17,265.87,1.111190569,,297.86,263.96,1.129089089,,294.03,267.67,1.099040258,,297.05,266.09,1.116938881,,295.38,267.22,1.105968231,,297.76,265.89,1.12024618,,293.27,269.09,1.090152443,,296.21,265.2,1.117437045,,296.77,264.44,1.122924239,,294.57,268.7,1.096613189,,294.51,264.65,1.113373158,,296.72,267.09,1.111465279,,297.04,266.14,1.116404019,,295.11,265.91,1.1103315,,295.28,267.43,1.104595296,,297.49,267.7,1.112131726,,296.79,264.05,1.124706682,,294.14,266.85,1.102784541,,297.82,266.54,1.117692816,,296.26,264.03,1.122798196,,294.37,267.58,1.10048918
30,296.954,,266.4793333,,,,,294.06,268.72,1.094637885,,299.37,268.25,1.116327923,,296.17,264.25,1.121284616,,297.75,266.93,1.116140739,,294.59,267.27,1.102592897,,297.62,266.57,1.117246687,,296.27,266.62,1.111855112,,296.75,265.18,1.119545585,,296.88,266.47,1.114660336,,296.32,265.33,1.117727362,,299.77,263.53,1.138222098,,294.79,268.02,1.100471927,,298.53,265.55,1.124704019,,296.91,267.95,1.108685782,,298.22,265.92,1.12183296,,295.29,269.42,1.09627779,,297.24,264.54,1.12407721,,297.79,264.76,1.125363855,,295.33,268.88,1.098779864,,294.97,264.53,1.115581552,,297.56,266.95,1.11515492,,298.5,266.4,1.120795015,,296.66,266.05,1.11556997,,297.19,267.62,1.11091343,,298.97,267.57,1.118307782,,297.95,264.31,1.128040118,,295.27,266.74,1.107410181,,298.22,266.91,1.117651434,,297.78,264.47,1.126604227,,295.9,268.67,1.101771799
31,298.0516667,,266.6036667,,,,,295.09,269.15,1.096743441,,300.49,268.77,1.118435264,,297.25,263.65,1.127993908,,299.11,266.95,1.121107297,,295.72,267.44,1.106068045,,298.88,266.59,1.121900953,,297.47,266.94,1.115069009,,297.69,265.51,1.121678726,,298.18,266.61,1.119011456,,297.52,265.4,1.121872046,,300.8,263.85,1.140872839,,295.45,267.7,1.104210016,,299.69,265.9,1.127494872,,298.09,267.62,1.114523424,,298.95,266.22,1.123267601,,296.53,269.97,1.098708479,,298.02,264.92,1.125415253,,298.63,264.43,1.129803678,,296.49,269.21,1.101787458,,296.1,264.19,1.12135322,,299.07,267.03,1.120440679,,299.07,266.4,1.122890289,,297.37,266.04,1.118381881,,298.82,266.96,1.119808257,,300.01,267.8,1.121210092,,299.74,264.04,1.136146239,,296.35,267.12,1.109803927,,299.16,267.02,1.120767965,,298.41,265.05,1.126470251,,297.4,269.63,1.10341921
32,299.138,,266.6823333,,,,,296.39,269.45,1.100349175,,301.57,269.1,1.121095145,,298.56,263.87,1.131898751,,299.79,266.72,1.124585478,,296.36,266.97,1.110426596,,299.7,266.71,1.124357425,,298.87,267.31,1.118792971,,298.54,265.57,1.124484715,,299.14,266.31,1.123882886,,298.14,266,1.121600238,,301.86,263.8,1.145338114,,296.56,267.81,1.107879596,,300.8,265.8,1.132101248,,299.23,267.71,1.118642316,,300.79,266.85,1.127554465,,298.39,270.17,1.104779712,,298.71,265.28,1.126461977,,300.19,264.41,1.135833932,,297.7,269.95,1.10328532,,295.83,263.32,1.123892568,,300.19,267.07,1.124428996,,300.29,266.87,1.125446325,,298.04,266.17,1.120362661,,300.61,266.76,1.127333069,,300.85,268.36,1.122009945,,301.27,263.88,1.142423561,,297.89,267.24,1.115060863,,299.94,266.93,1.124101076,,299.18,265.04,1.129416317,,298.76,269.04,1.111072357
33,300.213,,266.7263333,,,,,297.46,268.66,1.107576938,,302.92,269.18,1.12590814,,299.59,263.68,1.136556867,,301.36,266.63,1.130749741,,297.09,266.7,1.114228967,,300.8,266.62,1.128844221,,300.33,267.69,1.122633816,,299.32,265.59,1.127355897,,299.58,265.87,1.127255027,,299.09,265.91,1.12546397,,302.83,263.81,1.149070757,,297.48,267.33,1.113251057,,301.97,266.15,1.134917219,,300.31,267.93,1.121860567,,302.35,267.08,1.132451307,,299.95,270.94,1.107434933,,299.57,265.21,1.130037895,,300.94,264.55,1.138030385,,299.33,269.79,1.109979265,,297.23,262.97,1.130875194,,301.35,267.24,1.128026873,,301.33,267.29,1.127642209,,299.25,266.49,1.123627389,,301.7,267.23,1.129318565,,301.81,267.56,1.128856982,,302.56,263.95,1.147196093,,299.02,267.79,1.116956203,,301.08,267.4,1.126371728,,299.71,265.79,1.128170156,,299.08,268.76,1.113414011
34,301.3423333,,266.7636667,,,,,298.84,268.71,1.112543843,,304.27,269.36,1.13022613,,300.11,263.05,1.141268803,,302.69,266.82,1.135137193,,298.71,267.09,1.118770837,,302.44,266.69,1.134578262,,301.56,267.81,1.126661718,,299.89,265.72,1.129019774,,300.98,266,1.132066464,,299.92,266.07,1.127910544,,304.24,263.48,1.155771148,,298.64,268.01,1.114787186,,303.03,266.37,1.137972431,,301.01,268.13,1.123736159,,303.59,267.46,1.135558766,,302.06,271.39,1.113452687,,300.16,265.12,1.132541175,,301.68,264.79,1.139748215,,300.29,269.83,1.113396733,,298.62,263.59,1.13358959,,302.35,267.07,1.132397911,,301.82,267.75,1.127640459,,300.23,266.38,1.127720377,,302.91,267.55,1.13243948,,302.79,266.74,1.136029161,,304.27,263.38,1.156343143,,299.78,267.36,1.121609605,,302.63,267.23,1.132847975,,301.35,265.26,1.136586929,,299.41,268.7,1.114945507
35,302.4096667,,266.837,,,,,299.52,268.59,1.115557002,,304.57,269.13,1.132287894,,301.66,263.5,1.145340601,,303.49,267,1.13736738,,300.01,266.74,1.125108002,,303.4,267.28,1.135720637,,303.82,267.54,1.136256595,,301.06,265.7,1.13355436,,302.51,266.46,1.135930224,,301.31,265.73,1.134641706,,305.27,263.77,1.158318496,,299.42,267.76,1.11872867,,303.49,266.39,1.139659652,,301.56,268.1,1.125832975,,304.6,267.72,1.138195164,,303.01,271.23,1.117644546,,300.84,264.44,1.137932492,,303.4,265.62,1.14271023,,301.29,270.12,1.115869124,,299.78,264.08,1.135883555,,303.25,266.61,1.13767439,,302.61,267.67,1.130837067,,300.67,266.6,1.128287406,,304.26,268.47,1.133610954,,303.76,266.7,1.139863547,,305.69,262.64,1.165083832,,301.24,267.32,1.127330961,,304.08,268.02,1.134975715,,301.83,265.63,1.136798595,,300.89,268.55,1.121035584
36,303.45,,266.732,,,,,300.38,268.72,1.118284987,,306.18,269.21,1.137930271,,301.67,263.17,1.146692348,,304.41,266.52,1.142701912,,301.25,266.77,1.129549072,,304.21,266.93,1.14024598,,304.96,267.28,1.14170573,,302.18,265.51,1.138600961,,304.09,266.69,1.140843403,,301.89,265.8,1.136457948,,306.79,263.08,1.167186895,,300.6,267.54,1.124141726,,304.77,266.58,1.143556387,,303.07,267.63,1.133384611,,305.41,267.52,1.142100481,,303.18,271.06,1.118995879,,302.75,265.11,1.142364863,,303.85,265.11,1.146536117,,302.05,269.99,1.119179855,,301.25,263.94,1.142209529,,304.64,266.73,1.142357232,,303.78,267.46,1.136082902,,300.74,266.47,1.129141205,,305.59,268.71,1.137611444,,305.01,266.22,1.146626948,,306.28,262.49,1.167886731,,302.1,267.69,1.128937721,,305.16,267.72,1.140188149,,303.65,265.58,1.14377327,,301.61,268.73,1.123002051
37,304.719,,267.0036667,,,,,301.71,269.46,1.120177091,,306.72,269.82,1.137302883,,303.08,263.45,1.150830444,,306.27,267.35,1.146282208,,303.46,267.25,1.135834092,,305.39,267.34,1.142892965,,306.26,266.88,1.148272169,,303.09,265.73,1.141104056,,305.85,266.4,1.148583535,,303.35,266.06,1.140797058,,308.32,262.76,1.174569248,,302.22,267.95,1.128618407,,305.8,266.1,1.149541446,,304.45,267.59,1.138957345,,306.06,267.8,1.143371035,,303.76,271.08,1.12112414,,303.56,265.46,1.143972363,,305.11,265.18,1.151125071,,303.88,269.99,1.126080879,,302.54,263.88,1.147342907,,305.88,267.03,1.145782537,,304.8,267.6,1.139262012,,302.09,266.75,1.133030223,,307.35,269.89,1.139334201,,306.04,266.26,1.150298478,,307.14,262.45,1.171335322,,302.97,268.46,1.128934088,,305.96,268.66,1.139172367,,305.18,266.17,1.147053662,,303.28,269.31,1.126886072
38,305.8156667,,267.0603333,,,,,303.11,269.75,1.124165097,,307.88,270.46,1.139046499,,304.51,263.91,1.154247646,,307.67,267.2,1.152157498,,304.04,267.49,1.13690868,,306.23,267.09,1.146970275,,307.98,267.04,1.153968379,,304.39,265.91,1.145350397,,307.37,266.49,1.15385592,,304.15,266.08,1.143795051,,309.1,262.88,1.176960383,,303.28,267.68,1.133606326,,306.73,266.13,1.153065604,,305.58,267.24,1.144548024,,306.83,267.85,1.146145414,,304.21,271.4,1.121547621,,304.11,264.88,1.148566504,,306.02,265.49,1.153116815,,305.44,269.95,1.132046997,,303.3,263.25,1.152690979,,306.99,266.92,1.150353371,,306.02,267.87,1.142727074,,303.86,266.89,1.139133561,,307.55,270.32,1.138243033,,307.6,266.13,1.156536256,,308.42,261.93,1.178393472,,304.3,269.28,1.130339824,,306.92,268.46,1.143586635,,306.41,266.26,1.151316366,,304.47,269.58,1.130200909
39,306.8536667,,267.1416667,,,,,304.45,269.73,1.129287116,,308.65,270.49,1.141655077,,305.64,264.25,1.157038749,,308.56,267.64,1.153531442,,305.15,267.82,1.139718781,,307.1,267.44,1.14877858,,309.19,266.96,1.158804219,,305.77,266.22,1.148988912,,308.78,267.06,1.156654463,,304.17,266.1,1.143732462,,310.25,262.31,1.18383382,,303.82,267.57,1.136042989,,307.18,265.79,1.156181899,,306.73,267.5,1.147683473,,307.77,268.23,1.147920428,,305.72,271.26,1.12770382,,304.58,264.17,1.153379991,,307.27,265.71,1.156832181,,306.39,269.62,1.136991216,,304.43,263.28,1.156850908,,308.17,267.56,1.152090229,,306.93,267.95,1.145790288,,304.53,266.41,1.143644667,,308,269.71,1.142565592,,308.85,266.43,1.159898052,,310.06,261.72,1.185604563,,306.21,269.54,1.136351905,,307.39,268.67,1.144425399,,307.71,266.77,1.154006625,,306.16,270.34,1.133439534
40,307.942,,267.2276667,,,,,305.47,269.52,1.133910965,,309.5,270.14,1.146175358,,306.76,264.13,1.161851066,,309.36,267.94,1.155272599,,306.15,268.39,1.141057136,,308.29,267.39,1.153468195,,310.52,266.94,1.164069766,,307.41,266.26,1.154934794,,309.57,267.22,1.158932375,,305.86,265.68,1.15189375,,311.37,261.85,1.190074459,,305.1,267.37,1.141849576,,307.43,265.42,1.158631057,,307.53,266.88,1.153271093,,308.51,268.03,1.151465588,,306.79,271.73,1.129662449,,305.11,265.03,1.151692581,,308.47,266.12,1.159538588,,307.81,270,1.140635691,,306.16,263.81,1.161034148,,309.11,268.13,1.153146512,,308.58,267.61,1.153493689,,306.06,266.55,1.14881855,,308.32,269.29,1.145458744,,309.79,266.49,1.163161652,,311.71,262.46,1.188742397,,307.13,269.81,1.138534468,,308.89,269.26,1.147555702,,308.5,266.88,1.156465593,,307,270.5,1.13586592
41,308.967,,267.3506667,,,,,306.49,269.41,1.138182044,,311.05,269.76,1.153550053,,307.81,264.11,1.165769864,,310.48,267.33,1.162151231,,307.52,268.58,1.145311171,,309.4,266.93,1.159610995,,311.82,267.32,1.167272013,,308.31,266.26,1.158352392,,310.96,267.67,1.16223456,,307.18,265.93,1.155759327,,312.27,261.61,1.194552794,,305.85,267.25,1.145046749,,308.13,266.5,1.156638149,,308.33,266.76,1.156729127,,310,268.64,1.154521619,,307.02,272.19,1.128604605,,306.06,265.47,1.1534399,,309.31,265.92,1.163548277,,308.52,269.94,1.143520925,,307.08,264.32,1.162233713,,310.05,269.04,1.152864172,,310,268.06,1.156845301,,306.14,266.35,1.149946364,,309.44,269.78,1.147461687,,311.53,266.82,1.168155437,,313.36,262.06,1.196781212,,308.27,270.23,1.141009785,,309.92,269.5,1.15040393,,309.14,266.86,1.158953651,,307.57,269.92,1.140276079
42,309.93,,267.4626667,,,,,306.96,269.27,1.1403881,,311.63,269.89,1.155176309,,308.98,264.08,1.170389395,,311.65,267.2,1.166957434,,308.57,269.01,1.147391182,,310.62,266.88,1.164365061,,312.42,267.26,1.169548554,,308.9,266.41,1.15994986,,312.41,267.94,1.166539532,,308.78,265.68,1.162880755,,313.13,262.31,1.194558368,,306.84,266.8,1.150703627,,308.26,266.77,1.156015741,,309.03,266.8,1.159187115,,311.44,268.41,1.160782981,,308.6,272.85,1.131699537,,307.15,265.85,1.155850541,,310.08,266.43,1.164216026,,309.09,269.97,1.145515834,,307.34,264.42,1.162847035,,311.23,269.41,1.155691986,,311.35,268.59,1.159634504,,307.11,266.66,1.152191086,,309.88,270.11,1.147600408,,312.31,265.95,1.174884507,,314.35,261.81,1.20161894,,310.51,270.44,1.148458343,,311.01,270.08,1.151894984,,309.81,266.8,1.161656347,,308.46,269.8,1.144049891
43,310.92,,267.5663333,,,,,308.23,269.5,1.144171078,,312,269.85,1.156632641,,309.83,264.62,1.171350282,,312.35,267.24,1.169330062,,309.97,268.86,1.153263297,,311.71,267.32,1.166537746,,313.28,267.66,1.171008464,,310.34,266.25,1.166138048,,313.5,268.14,1.169792029,,310.16,265.46,1.169047385,,314,261.85,1.199782599,,307.85,266.61,1.155226827,,309.46,266.77,1.160471827,,309.49,266.58,1.161794553,,312.37,268.01,1.165839642,,309.12,272.85,1.13342104,,308.66,266,1.160939815,,310.96,266.33,1.168016733,,309.97,269.75,1.149646084,,308.28,265.28,1.162841536,,312.45,269.9,1.158176721,,312.26,268.94,1.161563461,,307.92,267.43,1.151965365,,310.82,270.25,1.150481311,,312.92,265.74,1.178044593,,315.24,261.95,1.204241358,,311.61,270.65,1.151598361,,312.07,270.26,1.155007341,,310.91,267.24,1.164012362,,309.87,269.7,1.149703287
44,311.9103333,,267.7306667,,,,,309.57,270.38,1.145522856,,312.99,269.73,1.160692288,,310.89,265.73,1.170456179,,313.53,267.71,1.171735272,,311.3,269.45,1.155582509,,312.62,267.78,1.1677698,,313.72,267.39,1.173814577,,310.94,265.91,1.169782352,,314.43,268.11,1.173387833,,311.02,265.73,1.171327138,,315.29,262.08,1.203559536,,308.99,267.03,1.157509528,,310.55,266.69,1.164945187,,310.22,266.75,1.163731885,,313.63,268.45,1.168674797,,310.79,273.35,1.137536957,,309.05,265.34,1.165291295,,312.23,266.09,1.173796179,,311.36,270.38,1.152062542,,308.85,265.3,1.164939414,,313.42,269.78,1.162285516,,313.42,268.89,1.166038426,,308.35,267.2,1.154535355,,311.86,270.54,1.15317254,,314.05,265.18,1.184839133,,316.06,262.76,1.203578562,,312.96,270.88,1.155629387,,312.97,270.74,1.156285074,,311.5,267.21,1.166295605,,310.75,269.36,1.154303181
45,312.8313333,,267.6806667,,,,,310.36,270.48,1.147966838,,314.14,269.62,1.165462252,,311.7,265.9,1.17276646,,313.98,267.35,1.175025381,,312.23,269.61,1.158515197,,313.55,267.34,1.173252176,,314.77,266.95,1.179638396,,311.4,265.85,1.171719359,,315.57,267.96,1.178300821,,311.33,264.47,1.178040825,,316.19,262.11,1.206896089,,310.79,267.76,1.161170435,,310.9,266.76,1.165968483,,311.37,267.04,1.166728077,,315.35,268.17,1.176340266,,311.12,273.75,1.137126658,,310.32,265.11,1.171047505,,313.34,266.24,1.177237585,,312.12,269.76,1.157486837,,309.79,265.37,1.167965448,,314.88,270.08,1.166403241,,314.18,268.74,1.169560512,,308.96,267.18,1.156822492,,312.41,270.51,1.155327451,,314.72,264.98,1.188318754,,316.69,262.84,1.205559663,,314.21,270.99,1.159708957,,314.08,271.08,1.158978453,,312.5,267.31,1.169541579,,311.99,269.11,1.159919329
46,313.6156667,,267.7216667,,,,,310.49,270.13,1.149842257,,315.18,270.15,1.166967017,,312.83,265.82,1.177372176,,314.2,267.44,1.17544097,,312.8,269.78,1.159827784,,314.98,267.23,1.179073015,,315.32,266.83,1.182240425,,312.16,265.82,1.17475603,,316.26,267.9,1.181181318,,311.49,264.68,1.177614711,,317.23,262.65,1.208527878,,311.39,267.78,1.163312631,,311.41,266.5,1.168954632,,312.72,266.72,1.173078069,,315.44,268.35,1.17584431,,311.57,273.78,1.138659272,,311.06,265.43,1.172588262,,314.9,265.8,1.185013458,,313.44,270.18,1.160571941,,310.53,264.74,1.173468925,,315.85,270.48,1.168161553,,315.16,268.96,1.172269535,,309.53,267.5,1.157732558,,312.88,271.35,1.153492147,,315.07,264.45,1.191934542,,317.15,263.31,1.205202823,,315.41,271.1,1.163729669,,314.92,270.91,1.162835764,,314.04,266.91,1.177096046,,313.06,268.97,1.164453507
47,314.6876667,,267.7896667,,,,,311.24,270.29,1.151910297,,315.81,270.36,1.168441978,,314.14,267.02,1.177115106,,315.08,267.37,1.17894681,,313.73,269.51,1.164401424,,315.27,267.47,1.1790712,,315.59,266.33,1.185389828,,313.75,266.06,1.179672881,,317,268,1.183476297,,312.59,264.54,1.182402293,,318.63,262.27,1.215603199,,312.34,268.02,1.16578895,,312.93,265.94,1.177103372,,313.36,266.92,1.174686678,,315.97,268.06,1.179021646,,312.78,273.31,1.14512143,,312.45,265.31,1.178299979,,316.04,266.06,1.188289434,,314.62,269.78,1.166637548,,312.25,264.94,1.179083397,,316.88,270.76,1.170759583,,316.14,268.97,1.175834142,,311.38,267.84,1.16324529,,313.69,271.08,1.1575426,,316.5,265.18,1.194103971,,318.47,263.25,1.210395757,,316.47,270.8,1.168905787,,316.38,271.67,1.165090533,,315.01,266.92,1.180762671,,314.14,269.66,1.165506218
48,315.73,,267.8666667,,,,,312.73,271,1.154497647,,316.68,270.21,1.172450732,,315.31,266.3,1.184675045,,316.06,267.79,1.180750495,,314.29,270.05,1.164253786,,316.39,267.64,1.18251704,,316.26,266.05,1.189129436,,314.56,265.75,1.1840761,,317.81,267.89,1.186983849,,314.07,265.1,1.185561323,,319.97,262.25,1.220725005,,314.59,268.98,1.17016422,,313.86,265.74,1.181448093,,314.51,266.5,1.180828318,,317.09,268.65,1.180748663,,313.27,272.77,1.14922677,,313.65,265.45,1.182066637,,317.67,265.96,1.194906509,,315.92,270.31,1.169153787,,312.25,264.81,1.179650287,,317.42,270.85,1.172413805,,317.35,268.48,1.182584946,,312.82,268.08,1.16766903,,314.16,271.01,1.159439839,,317.54,265.24,1.197720116,,319.99,264.21,1.211749188,,317.78,271.28,1.171623709,,317.28,271.69,1.168257907,,315.97,266.72,1.185272564,,314.65,269.24,1.169341152
